category	text																				
Transphobic	இந்த தேவுடியா பசங்கள மொத்தமா தெருநாய் மாதிரி சுட்டு தள்ளனும்...																				
Transphobic	வேடிக்கை பாக்குறதுல நம்மாளுங்கள அடிச்சிக்க ஆளே கிடையாது																				
Non-anti-LGBT+ content	பாலியல் தொழில் நல்ல தொழிலா தோழி...இது கேவலம் இல்லையா? வாழ்வாதாரம் இல்லைனா தேசிய ஊரக வேலைவாய்ப்பு திட்டத்தில் உழைத்து சாப்பிடுங்க.																				
Homophobic	ஆணும் ஆணும் உறவு வராது மனசுக்கு.	 அது அமெரிக்க கலாச்சாரம்.	 இவர்களுக்கு கவுன்சிலிங் மட்டுமே தீர்வு.	 எங்களுக்கு கவுன்சிலிங் தர நீயார்.	 உனக்கு என்ன உரிமை இருக்கிறது. என்பது தவறு.	 நோயாளிக்கு மருத்துவம் கண்டிப்பாக தேவை.	 அன்பா சொல்லி திருந்தலைனா.	 வேறு வழி இல்லை அடித்துதான் திருத்தனும்.	 ஆடியாத மாடு படியாது.	 இவள் தரும் விதிவிலக்கின காரணங்களை மனிதன்  எடுத்துக் கொள்ளமுடியாது.											
Non-anti-LGBT+ content	இயற்கை மனிதனைப் படைக்க,,; மனிதன் காசை படைத்தான்.; மனிதன் இயற்கையான வாழ்க்கையை வாழ மறந்து  காசைத்தேடி ஓடினான்.; இந்த உலகத்தில் மனிதனின் உழைப்பை திருடிக்கிட்டு.மனிதன் நிம்மதியை இழந்து.....ஓடுகிறான்....எதற்காக???; ; காலம் கடந்து போகுமடா....; இந்த காசு வாழ்க்கை சோகமடா.; ; பணம் காட்டும் மாயமடா ; இது மனித குலத்தின் வீழ்ச்சியடா.; ; காசுக்காக நாம ஓடி ; மாடி வீட்டில் தங்குவோம்.; ; ஏசி போட்டு தூக்கம் போச்சு ; பீபி ஏறும் காலம் தொட்டு...; ; சிட்டுக்குருவி அழிஞ்சுப்போச்சு; கூட்டுக்குடும்பம் குறைஞ்சுபோச்சு.; ; மனித குணம் பித்து கூடி; தனித்து வாழும் காலம் வரும்.; ; அப்போ காசு மட்டும் உடனிருக்க; மனுசநீதி செத்துப்போக......; ; காச வச்சு அழியப்போகும் ; மனித இனம் அழியுமே.....; ; -- இவன் --; வேலையில்லா பட்டதாரி																				
Non-anti-LGBT+ content	அன்பு என்னும் உறவுக்கு தவறு செய்ய கூட நினைக்காத ஒரு உறவு.திருநங்கைகள் அன்பின் உருவம்.She is so respectful bro.உண்மையாவே கண்ணெல்லாம் கலங்குது.சாமி னு அம்மாவையும் திருநங்கை களையும் தவிற வேற யாரும் கூப்பிட மாட்டாங்க.நீங்க நல்லா இருக்கணும்.🙏🙏🙏																				
Homophobic	இம் மண்ணின் பாரம்பரிய கலாச்சாரத்தின் ஒழுக்க கட்டுப்பாடுகளை வேண்டும் என்றே குழைத்து இம் மண்ணிற்கு அவப்பெயர் ஏற்படுத்தும் வகையில் முட்டால் தனமான தீர்ப்பு இது இதை பற்றிய கேள்விக்கு செருப்படி கொடுக்கும் வகையில் பதில் சொன்னா அந்த தாய்க்கு நன்றி																				
Non-anti-LGBT+ content	Semma 👌👌👌😍😍😍😍🙏🙏 எனது திருநங்கை சமூகத்தை வைத்து வீடியோ செய்ததுக்கு 🙏👍👍❤️❤️❤️❤️																				
Non-anti-LGBT+ content	வரவேற்க்கதக்க தீர்ப்பு.ஆண்,பெண் என்ற வித்தியாசம் மறையும்.தனக்கு பிடித்த ஒரு பாலினத்தை தேர்வு செய்யும் உரிமையை மக்களுக்கு உச்சநிதீமன்றம் வழங்கியுள்ளது.																				
Homophobic	அசிங்கமா இல்லை HIV பரவ 377 நீக்கம் பெரியளவில் உதவும் உலகில் நரகத்தை கானமுடியும் இறைவனின் சாபத்துக்கு உள்ளாக்கும் தீர்ப்பு வழங்கிய நீதிபதி ஓரினசேர்க்கையாளனாக இருப்பன்போல ஒழுக்கம் கெட்ட ராஸ்கள்																				
Homophobic	Anchor ku பேச தெரியல ....	 இயற்கைக்கு முரண்னானது முடிவில் அழிவை தரும்...இந்தியாவின் அடுத்த தலைமுறை நம் கண்முண்ணே அழிவை நோக்கி செல்கிறது.....																			
Homophobic	இது ஒரு மன நோயாளி நீ சொன்ன எல்லாத்துக்கும் தண்டனை உண்டு சட்டப்படி குற்றம் அதை இதோடு செற்காத முட்டாள்  எந்த மதத்திலும் இல்லை என்றால் மதத்தை உருவாக்கின யார் என்று எல்லாத்தையு யார் உருவாக்கினாங்க என்று கேட்டால் முடிவே இறிக்காது ஆதிகால மக்கள் இதல்லாம் செய்து தவறு  என்று அறிந்து வளர வளர தவறு களை கலைந்துதான் இந்த இடத்துக்கு வந்திருக்கிறார்கள் அப்போ பழமை காலம் போல் எல்லாரும் எல்லோருடனும் உஉறவு வைத்துக் கொள்ளலாமே மிருகம் இனப் பெருக்கத்துக்கு பாலியல் வைக்கிது அதே போல் மனிதனும் பாலியல் வைத்திட்டு போகலாமே என்று முட்டாள் தனமா கேற்கிறால் மிருகம் பிறந்தவுடனே நடக்க துடங்கும் அதுதான் இயற்கை மனிதன் பிறந்தவுடன் நடக்க மாட்டான் முட்டாள் பதில்கள் இந்த இனங்களுக்கு இறைவன் நம்பிக்கை இருக்காது காரணம் கடவுளை படைத்தது யார் என்று கேட்பானு(ளு)ங்க இப்படியே கேட்டுட்டு போனால் முடிவே இருக்காது அப்போ இறைவன் அனைவரையும் ஆணாகவோ பெண்ணாகவோ படைத்து இருக்கலாமே இது இயற்கைக்கு புறம்பானது																				
Homophobic	Gay, lesbian. ரெண்டுமே வெறும் செக்ஸ்தான்னு இந்த சமூகத்தோட பார்வை மாறும் வரைக்கும் எத்தனை மாலினிகள் வந்து காட்டு கத்தலா சொன்னாலும் ஓரினச் சேர்க்கையாளர்கள் என்பவர்கள் இச்சமூகத்திற்கு எதிரானவர்கள் தான்.; ; வெளிப்படையா சொல்லிக்க முடியாத,விரும்பாத தற்பால் சேர்க்கையினருடைய ஒட்டுமொத்த ஆதங்கம்,நியாயமாத்தான் இது இருக்கு.; ; தற்பால் சேர்க்கை என்பது ஒரு பிரச்சனை இல்ல. இது ஒரு உணர்வு .இத பார்த்த பிறகாச்சும் யாரும் உணர்வுகள கொச்சையா பாக்காதீங்க.; ; இதுக்கு மேல சொல்ல ஒண்ணுமில்ல.																				
Homophobic	மிக மிக மோசமான செயல் இது.ஆண் பெண் இருவர் தான் அன்னை தந்தை..இது இறைவன் மனிதன்  தந்தது  இறைவன் ஆதாம் ஏவாள் இவர்கள் வழி தான் ..	 ஓர் பால் சேர்தல் மிக தவறு..சமூகம் மற்றும் சமுதாயம் சீர்கெட்டதாகிவிடும்																			
Non-anti-LGBT+ content	நிச்சயம் இது இளகிய எனது இதயத்தை கலங்கவத்து விட்டது. 	 திருநங்கை  தாயுள்ளம் கொண்ட  தெய்வமே..																			
Non-anti-LGBT+ content	போதி தர்மரை பற்றி ஒரு  video  mg anna																				
Non-anti-LGBT+ content	மற்றவர்களை தாழ்த்தி காணும் மகிழ்ச்சியுடன் பாவமும் தொற்றிக்கொள்ளும்..																				
Transphobic	கடைகளில் தரும் பணத்துக்காக வும் பாலியல் தொழிலில் வரும் பணத்துக்காகவும் கல்யாணம் பண்ண ஆண்களையும் படிக்கும் பயன்களையும் அடிமை முறையில் பேன்கள் அடைய அணியா வைத்து திருநங்கையாக மதுறங்க அரசு திருநங்கை பெயர் வைக்குது																				
Transphobic	rethish kutty  நீயும் ஒம்போதா																				
Non-anti-LGBT+ content	ரொம்ப அழக பேசினம ரொம்ப ரொம்ப தெளிவா சொன்ன ம உன்னப்பார்க்கவே ரொம்ப அழக இருக்கம  இந்த அம்மாவின் ஆசீர்வாதத்தோடு.வாழ்க வழமுடன்																				
Non-anti-LGBT+ content	ஒருசிலர் குடும்பத்தில் கவனிக்கப்படாத சிறுவர்களை தன் போக்கில் போய்க் கொண்டிருப்பார்கள் அப்போது அவர்கள் அன்பை தேடும் பொழுது அது பெண்களிடம் மட்டும் தான் அறிந்து கொள்ள முடியும் அவ்வாறு இருக்கும் சிறுவர்களுக்கு அந்தப் பெண்ணுடைய அணிந்து பார்ப்பதற்கு ஆர்வமாக இருக்கும் ஒருசில மாற்றங்கள் ஏற்படும் ஆண்கள் இச்சைக்காக எத்தனையோ சிறுவர்களை பாலியல் பண்ணிக் கொண்டுதான் இருக்கிறார்கள் அந்த சிறுவர்கள் மணக்கோலத்தில் இருப்பார்கள் அவர்களில் ஒரு வயதுக்குப் பின் உணர்ந்து கொள்வார்கள்																				
Non-anti-LGBT+ content	எந்த ஊருடா இது நம்ம தமிழ்நாடா இது																				
Non-anti-LGBT+ content	அவங்க மட்டும் அசிங்கபடுத்தலாமா காசு இல்லனா அப்படியாலாம் பேசுவாங்களா ..																				
Homophobic	இது ஒரு மன நோயாளி நீ சொன்ன எல்லாத்துக்கும் தண்டனை உண்டு சட்டப்படி குற்றம் அதை இதோடு செற்காத முட்டாள்  எந்த மதத்திலும் இல்லை என்றால் மதத்தை உருவாக்கின யார் என்று எல்லாத்தையு யார் உருவாக்கினாங்க என்று கேட்டால் முடிவே இறிக்காது ஆதிகால மக்கள் இதல்லாம் செய்து தப்பு என்று அறிந்து வளர வளர தப்புகளை கலைந்துதான் இந்த இடத்துக்கு வந்திருக்கிறார்கள் அப்போ பழமை காலம் போல் எல்லாரும் எல்லோருடனும் உஉறவு வைத்துக் கொள்ளலாமே மிருகம் இனப் பெருக்கத்துக்கு செக்ஸ் வைக்கிது அதே போல் மனிதனும் செக்ஸ் வைத்திட்டு போகலாமே என்று முட்டாள் தனமா கேற்கிறால் மிருகம் பிறந்தவுடனே நடக்க துடங்கும் அதுதான் இயற்கை மனிதன் பிறந்தவுடன் நடக்க மாட்டான் முட்டாள் பதில்கள் இந்த இனங்களுக்கு கடவுள் நம்பிக்கை இருக்காது காரணம் கடவுளை படைத்தது யார் என்று கேட்பானு(ளு)ங்க இப்படியே கேட்டுட்டு போனால் முடிவே இருக்காது அப்போ கடவுள் அனைவரையும் ஆணாகவோ பெண்ணாகவோ படைத்து இருக்கலாமே இது இயற்கைக்கு புறம்பானது																				
Non-anti-LGBT+ content	திருநங்கையை நான் ரொம்ப மரியாதையாக நினைத்தேன், ஆனால் ஒருநாள் என் பணத்தை மந்திரித்து கொடுக்கிறேன் என்று ஏமாற்றி எடுத்து கொண்டது. அதுக்கு இந்த நிலை இருக்கும் போதே மற்றவர்களை ஏமாற்றுதே, அடுத்த பிறவியில் இன்னும் கேவலமா பிறக்கும்																				
Non-anti-LGBT+ content	கட்டுப்பாட்டுக்கும், சுதந்திரத்துக்கும் வித்யாசம் தெரியாத ....இவள் எந்த அசிங்கத்தின் மிச்சம் (or) எச்சம்.																				
Non-anti-LGBT+ content	Siva Siva  எந்த ஊரு?																				
Non-anti-LGBT+ content	அண்ணா நான் கூட தப்பா நெனச்சுட்டேன் sary brother																				
Homophobic	நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி. தேவன் அருவருக்கும் மிகப்பெரிய பாவம். இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார். மறுபடியும் கொரோனா மாதிரி அழிவு வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும். சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது.																				
Non-anti-LGBT+ content	ஜு இந்த ப்ரான்க் செட்டாப் இல்லயெ 😁 இப்படிதா ஒருத்தே ப்ராக்ல லவ் ப்ரொப்ஸ்னு 3பார்ட்டு பன்னீட்டா அது அவங்கலே செட் பன்னது தெருஞ்சுது அத்தா ஆனா நீங்க செம்மெ 👌🤗 நல்லா இருக்கு.நீங்க பன்னதும் செட்டப்தான்னு ஏமாத்திராதிங்க நன்பா																				
Non-anti-LGBT+ content	நன்றி  நன்றி திருநங்கை பிறந்தாலும்  இந்த மாதிரி  ரோட்ல  பிச்சை  எடுக்க  விடமாட்டேன்  🤣🤣🤣🤣🤣😅😅😅😅																				
Non-anti-LGBT+ content	மிக்க நன்றி தோழரே 🙏🙏🙏🙏																				
Transphobic	போடி லூசு ஒன்பது																				
Non-anti-LGBT+ content	ஏலே நீ இந்த கேப்ல நல்ல வாழ்ந்துட்ட😪																				
Non-anti-LGBT+ content	பாட்டு 2 சீக்கிரம் போடுங்க																				
Homophobic	கலாச்சாரத்தின் மீதான பேரிடி....																				
Non-anti-LGBT+ content	நல்ல அக்கா எனக்கு அந்த அக்காவ ரொம்ப பிடிச்சிருக்கு																				
Non-anti-LGBT+ content	நீங்க பேசுர விதம் ரெம்ப அழக இருக்கு																				
Non-anti-LGBT+ content	எதிர்காலத்தில் அதிக நன்மைகள் கிடைக்கும் நம்பிக்கையுடன் நடைபோடுங்கள்																				
Non-anti-LGBT+ content	எந்த Guy தான் guyஆகவேண்டும் என்று என்னுவதில்லை 	 மரபனு மறுபாடு எங்களுக்கேன்ன ஆணுடன் சேர ஆசைய எங்களின் மரபனு அப்படி அதற்கு ராங்கள் பெறுப்பல்ல	 	 அதிகமான மக்கள் கேட்கும் கேள்வி விலங்குகள் கூட இப்படி செய்வதில்லை 	 நான் கேட்கிறேன் ஓரு விலங்கு ஓரு குட்டியை போட்டால் அந்த வாடை போகும் வரை எந்த விலங்கும் அதனுடன் சேராது ஆனால் நாங்கள் ஆண்கள் என்று சொல்லிக்கெண்டு 8வயது சிறுமியை 13 பேர் சேர்ந்து கற்பழிப்பது இதுதான் உங்கள் விரம	 	 எந்த விலங்கும் இப்படி சொய்யும அப்பே நிங்க விழங்க விட மேசம்	 நாங்கள் யாரும் ஓரினசேர்க்கை வினும்பவில்லை என்ன சொய்வது மரபனு மாற்றம் நாங்கள் சொய்து கொண்டேம	 	 	 என்ன சொய்வது நாங்கள் ஏன் இப்படி பிறந்தோம் என்று ஆழத நாள் இல்லை இது தான் எங்கள் வாழ்கை மரணத்தை ஏதிர்நோக்கி உள்ளோம் 	 	 சொர்க்த்திலவது ஆண் அல்லது பெண்ணாக பிறக்க 	 	 Sex its not important for us its one part our life that zit we are homosexual otherwise we are also better then yours 	 	 We are not addit in sex 	 God make like that what can we do just think about guyself 	 We didnt any mistake but we dont know god why making like like that 	 	 That is zit our life is finish
Non-anti-LGBT+ content	நல்ல உன்மையான   பெச்சு																				
Non-anti-LGBT+ content	அருமையான விளக்கம்.புத்தியுள்ளவன் புரிஞ்சுக்குவான்.மத்தவன் என்னையும் கமண்ட்ல திட்டுவான்																				
Non-anti-LGBT+ content	நன்பரே இந்த சம்பவம் இரோடு மாவட்டத்தில் நடைபெற வில்லை அதனால் இந்த பதிவை நீக்க அன்புடன் கேட்டுக்கொள்கிறோம்																				
Non-anti-LGBT+ content	10.23  அங்க வர ஈ -யை பத்தி ஒரு விடியோ போடுங்க....ஜி																				
Non-anti-LGBT+ content	ரொம்ப கஷ்டமா இருக்க இந்த வீடியோ 😭																				
Homophobic	நீங்க இன்னைக்கு ஓரினச் சேர்க்கையை ஆதரிச்சா,  நாளைக்கு குடும்ப உறவுகள் கண்டிப்பாக சிதைக்கப்பட்டு யார் யாரு கூட வேணுனாலும் Sex வச்சுக்கலாங்கிற நெலமை கண்டிப்பாக உருவாகும்.; ; நான் விரும்பிய தோழன் கூட Sex வச்சுக்கிறேன்னு ஒருத்தன் விரும்பி தொடர்ந்து ஓரினச்சேர்க்கையில் மூழ்கிப் போவான்.; ; ஒருத்தன் இன்னொருத்தன் கூட ஹோமோசெக்ஸ் வச்சுக்க அனுமதிச்சா, ஒரு நாள் அவன் தன் வீட்டில் யாருடன் வேண்டுமானாலும் தைரியமாக ஹோமோசெக்ஸ் வச்சிக்க துணிவான்.;   இப்போ இங்க அப்பா,அண்ணன், தம்பி னு எதுவும் கண்ணுக்கு தென்படாது. அடுத்த தான் பெற்றவள் கூட செக்ஸ் வைப்பதை கூட Freedom of sex னு சொல்லிட்டு செக்ஸ் வச்சிப்பான்....;    இதுல உறவுகள் சிதைஞ்சிரும்.உறவுகள் சிதைஞ்சா உணர்வுகள் செத்து போய்ரும்.உணர்வுகள் செத்துப் போய் காம உணர்ச்சி தலை தூக்கி செக்ஸுக்கா யாரை வேணுனாலும் கொல்லும் நிலை கண்டிப்பா வரும்																				
Non-anti-LGBT+ content	ஒரினாச்சேர்க்கையில் ஒரு லாபம் இருக்கிறது ...எங்கும் குப்பைதொட்டிகளில் குழந்தைகள் வீசப்படுவது குறையும் பெண்சிசு , ஆண் சிசு கொலைகள் இருக்காது குழந்தைகள்அனாதை ஆசிராமாம் என்று ஒன்று இருக்காது ...ஏனேன்றால் இவர்களை போல் காதல் வயப்பாடும் சிலரின் அதர்வு இருக்கும் மற்ற குழந்தைகளுக்கு...வாழ்க lesbin வளர்கா guys ...																				
Non-anti-LGBT+ content	இவங்க சாபம் நம்மள ஒன்னும் செய்யாது பயப்டாதீங்க அடிச்சு விடுங்க																				
Non-anti-LGBT+ content	என்னய்யா பண்ணி வச்ச கை கால் ல புள்ளரிக்கு nadikanya nee ஒருத்தவ உணர்வ புரிஞ்சா மட்டும் தான் அதோட வலி தெரியும் எல்லாத்தையும் கண்ணுல காட்டுற ஐயா கண்ணிரா வாழ்க வளமுடன்...																				
Homophobic	Sex என்பதை இறைவன் இனப்பெருக்கதிற்காகதான் படைத்தான்.ஆனால் sex என்பதே இவ்வுலகில் இல்லாமல் இருந்தால் உலகத்தில் பரிசுத்தமாக மனிதன்  இருந்திருப்பார்கள்னு தோனுது.விஜ்ஜான கண்டுபிடிப்புகள் மனிதனை ஆக்குவதற்காக இருக்க வேண்டும்.அழிபதற்காக இல்லை.விலகுகள்கூட இப்படி அறுவறுப்பாக நடந்து கொள்ளாது.ஏன் இந்த மனித இனம் கேவலமாக நடத்து கொள்ளுகிறது.விஜ்ஜானதை மிச்சின இறைவன் சக்தி ஒன்னு இருக்கு.விஜ்ஜானதால் இறந்தவனை உயிருள்ளவனா மாத்தமுடியுமா.இறைவன் பிறப்பு ,இறப்பு என்பதை படைத்தான் உங்களாள் முடிந்தால் உங்க விஜ்ஜானதை வைத்து இறப்பை மாற்றுகள் பார்போம்.சாவல்லாக சொல்லுகிறேன் முடியாது.யாராக இருந்தாலும் இறப்பு என்பது வந்தேஆகும்.எப்போது ஓரினச்சேர்கை அதிகம் ஆகுதோ அப்போது உலகம் அழிய போகுதுகிற அடையாளம்.எவன் ஒருவன் மனஇச்சைக்கு அடிமையாகி வாழ்கிறானோ அவன் நரகதிற்கு செல்லுவான்.நரகம் மனஇச்சையைகொண்டு முடப்பட்டுள்ளது.குர்ஆன் படிபவர்களுக்கு தெரியும் ஓரினச்சேர்க்கை மறுமைநாளின் அடையாளம் என்று.ஓரினச்சேர்கையாளர்களாள்தான் இறைவன் எய்ட்ஸ் என்கிற கொடிய நோய்யை அனுப்பினான்.விஜ்ஜானதால் எய்ட்ஸ் நோய்க்கு மருந்து கண்டுபிடியுங்கள் பார்போம்.அது இறைவன் கண்ணியம் இல்லாதவருக்கும் ஓரினசேர்கையாளுக்கும் தண்டனை இது.இறைவன் நம்மை பார்கிறான் அடுத்த நொடி நிரந்தரம் இல்லை இவ்வுலகில்.																				
Homophobic	இதை நான் எதிற்கிறேன் இது  ஹராம் பல நோய் வினை ஏற்படுத்தும் தடை சேய்ய வேண்டிய ஒன்று ஓரினை சேர்க்கை மக்களின் பாதுகாப்புக்கு அச்சுறுத்தல் மீன்டும் தடை விதிக்க வேண்டும்																				
Non-anti-LGBT+ content	அப்துர் ரஹ்மான் ஏங்க இந்த மாதிரி பேசுறீங்க..பாவபட்ட மனிதர்கள் அவர்கள்.ஒரு சிலரை வைத்து அவர்களை தப்பா எட போடாதிங்க..இந்த உலகில் எல்லோரும்தான் ஊனம்.தப்பு செய்பவர்கள் எல்லா இடத்திலும் இருக்கிறார்கள்..																				
Non-anti-LGBT+ content	Really great 👍 அந்த அக்கா																				
Homophobic	வெறும் இரண்டு பூட்டை🔒 வைத்து என்ன செய்ய முடியும்.	 பூட்டுக்கு சாவி🔑 இருந்தால்தான் அந்த பூட்டுக்கு🔒 மதிப்பு																			
Non-anti-LGBT+ content	காவல்துறை ஏன் கண்டுகொள்வதில்லை																				
Non-anti-LGBT+ content	இவர்கள் இவ்வளவு பண்ணிவிட்டு எங்களை சமுதாயம் மதிக்க  மாட்டார்கள் என்று கேள்வி கேட்கிறார்கள் இப்படி இருந்தால் எங்கிருந்து இவர்களை சமுதாயம் மதிக்கும்																				
Non-anti-LGBT+ content	அந்த அக்காவுக்கு நன்றி.....																				
Non-anti-LGBT+ content	Leo Suraj 	 புரியும்படி கருத்துக்களை பதிவிடுங்கள்.																			
Homophobic	Nagarjun Rajeshwaran  போட பொட்ட. நீ சப்படா. ஒருத்தியும உன்னை விரும்பமாட்டா காரணம் உன்வாய்.																				
Non-anti-LGBT+ content	ஒரு வேல இருக்குமோ.. 🙄🙄																				
Homophobic	தீண்டாமைக்கும் ஒவ்வாமைக்குமான வித்தியாசம் தெரிலனு நினைக்குறேன் உங்களுக்கு. இன்னிக்கும் பல பெண்கள் ஆண்களிடம் அந்த அளவுக்கு நெருக்கம் காட்டுவது கிடையாது. சுருங்கச் சொல்லனும்னா மாற்றுப் பாலவரிடம் காற்றது ஒவ்வாமை. இதுல பிரச்சன எதும் இல்லை. பொதுவா எல்லா இடத்துலையும் தனிநபரின் உரிமை காக்கப்படுது. இந்த 377 ஓட பெறிய பாதிப்பு பாத்தோம்னா. பள்ளி மற்றும் கல்லூரிகளில் மாணவ மாணவியர் இருக்கை அமைப்பு மாற்றப்பட வேண்டும். இதுல இன்னோரு பயம் எனக்கு என்னனா, இத்துனை நாள் தன்னோட எதிர் பாலினத்து மிருகத்தை(பாலியல் பலாத்காரம் புரியும் ஆண் மற்றும் பெண்கள்) எளிதில் அடையாளம் கண்டோம். இதுக்கு மேல தோழமைகளையே நம்புவது கடிணமாகிப்போகுமோனு தோனுது. விடையளித்தால் நன்று.																				
Homophobic	ஓரின gay lesbian சேர்க்கை அங்கீகரிக்கப்படுவதும், அதிகமாவதும் இந்த உலகின் முடிவு  நாள் நெருங்கிவிட்டதான் ஒரு அடையாளம் என்பதை முஹம்மது நபி அவர்கள் முன்னறிவிப்பு செய்துள்ளார்கள்.  அதை நாங்கள் இன்று காணவேண்டிய நிலைமை! அந்த ஏக இறைவன்தான் எல்லோரையும் காப்பாற்றவேண்டும்.																				
Non-anti-LGBT+ content	விருப்பம் இல்லாமல் யாரும் யாரையும் சீண்டுவதில்லை...  பல்வேறு காலம்தொட்டு ஓரினை சேர்க்கையாளர்கள்  இருந்துகொண்டுதான் இருக்கிறார்கள்...  தனிப்பட்ட ஒருவரின் விருப்பத்தில் மற்றொருவர் தலையிடுவது சரி அல்ல....  ஏற்றுக்கொள்ளக்கூடிய விடயம்																				
Homophobic	கனியிருப்ப காய்கவரந்தற்று என்பதுபோல  ஆணுக்கு பெண்ணும், பெணுக்கு ஆணும் அறிவு சார்ந்த படைப்பு. சூரியன் சந்திரன், இரவு பகல். இன்பம் துன்பம், பிறப்பு இறப்பு, துர்நாற்றம் வாசனை, ஆகிய இப்படிப்பட்டவைகளின் மத்தியில் மூன்றாவதாக எதுவுமில்லை. ஆண்களையும், பெண்களையும் அசிங்கப்படுத்தும் ஆணுக்கு ஆண், பெண்ணுக்கு பெண் என்ற இழி நிலையை சுதந்திரம் என்றால் சுதந்திரத்திற்கு பொருள் என்ன? மனநலம் பாதிப்பா சரி செய்துக்கொள். தீவிரவாதிகள் உறுவாகிக்கொண்டேயிருக்கிறார்கள். அவர்கள் தாங்கள் செய்வது சரியென்றும் இது எங்கள் சுதந்திரம் என்றும் கூறமுடியுமா? பசியெடுத்தால் சாப்பிடுகிறோம் வயிற்றுக்கு உணவும், உணவுக்கு  வயிறும் சரி. பெண் மனநல மருத்துரும்  ஹோமோ செக்ஸை ஆதரிக்கிறார். இவர்கள் ஒட்டுமொத்த சமுதாயத்தையே கெடுக்கும் புல்லூரிவிகள்.																				
Non-anti-LGBT+ content	அவர்கள் சூழ்நிலையில் இருந்து பார்த்தால் அதன் வலி தெரியும்																				
Non-anti-LGBT+ content	நடனம் ஆடியபோது என் கண்ணு வேர்க்கஆரமிச்சிடிச்சி யா❤																				
Homophobic	இயற்கையில் எந்த உயிரினமும் இந்த நிலையை நோக்கி பயனிக்கவில்லை மனித இனத்தை மனிதனே அழிக்கும் மற்றுமொரு செயல்.இதற்கு இயற்கையிடம் மனிதன் வெட்கி தலைகுனிய வேண்டும்																				
Non-anti-LGBT+ content	உலகில் உள்ள அனைவரும் இறைவன் பிள்ளைகள்🙁🙁																				
Homophobic	அந்நிய நாட்டுக்காரன் அம்மா,அக்கா, பொண்டாட்டினு மாத்தி மாத்தி போரான். அப்பாே அத நீ செய்வியா?																				
Transphobic	இந்த நாய்களை என்கவுண்டரில் போடனும்																				
Non-anti-LGBT+ content	ஒன்னா நம்பர் ஏமாற்றுப் பேர்வழிகள்																				
Non-anti-LGBT+ content	F ÑN .... டேய் நீ எதுக்கு சப்போர்ட் பன்றா....அங்க ஒரு மாதிரி இங்க ஒரு மாதிரி பெசுற...																				
Non-anti-LGBT+ content	நாசமாய் போன அரசியல்வாதிகள் தங்கள் அதிகாரத்தின் மூலம்  அரசு ஊழியர்களாக வேலைவாய்ப்பு பெற்று கொடுத்தால்தான் என்ன																				
Non-anti-LGBT+ content	அழகா பேசுறப்பா உன் பேச்சு அழகா இருக்கும்மா																				
Non-anti-LGBT+ content	deva Krish : விளைவுகள் இதில் மட்டுமே இல்லையே !!!																				
Non-anti-LGBT+ content	தாயே நீங்கள் கவலை பட வேண்டாம்..உங்களுக்கான எதிர்காலம் சிறப்பாக அமையும் உலகம் இப்போது மாறிவருகிறது.உங்களை போன்றவர்களை புரிந்துகொள்ளும் காலம் கண் முன்னே இதோ வந்து கொண்டே இருக்கின்றது கவலை வேண்டாம்..																				
Non-anti-LGBT+ content	செந்தமிழ் அசுத்தமான தமிழ். பீஜ ஒலி தமிழி தான் முதல்தமிழ்																				
Non-anti-LGBT+ content	ஓரினசேர்க்கை என்பது மனநிலையில் ஏற்படும் மாற்றமா இல்லைது உடலில் ஏற்படும் மாற்றமா 	 	 இதை பற்றிய புரிதல் எனக்கு இல்லை 	 	 பொதுவாக ஒரினசேர்க்கையை விரும்பாத மக்கள் இதனை பற்றி கவலைப்பட காரணம் ஒருவேளை மனநிலையில் ஏற்ப்படும் விளைவாக இருக்குமோ என்ற அடிப்படையில் அதை வெறுக்கிறார்கள்.	 	 ஒன்றை ஆதரிக்கும் இல்லைது வெறுக்கும் முன்பு அதனை பற்றிய முழுமையான புரிதல் வேண்டும்.	 	  அவ்வுணர்வில் உள்ளோர் யாராவது இதை படித்தால் தெளிவு படுத்துங்கள்.(தாழ்மையுடன் கேட்கின்றேன்)												
